ID,exact_weather_condition_by_accident,exact_accident_location_per_claim ,number_of_findings_with_potential_fraudster ,exact_description_of_accidents_by_photo,contact_with_potential_fraudster_mechanic
NWGM38761833513158,1,0,3,Y,Y
KNPK43893371581894,0,1,1,Y,Y
LPOD94688342196157,1,1,5,N,N
EQMQ52551132751167,1,1,5,Y,N
TBAN89622899697919,1,1,3,Y,N
CNTR39086659867472,1,1,5,N,N
MWZJ91420446054639,1,1,3,Y,N
VAMO53465513528495,1,0,1,N,N
LOJJ45872748376703,1,1,3,Y,Y
JZQV54461437827457,1,0,4,Y,N
GABS63046893608695,1,1,3,Y,Y
HYNN08365885784726,1,1,4,N,Y
WEDS32782994850264,0,0,4,N,N
KEVN52359242868051,1,1,4,N,Y
UEDR80011518527310,1,1,5,Y,Y
NYOY80447383578113,1,1,4,Y,N
XXQL40560621294848,1,1,5,Y,Y
TUYH65004670757178,1,0,2,Y,Y
XRXX47221607977148,1,0,1,N,Y
MIGI17698163986513,1,1,5,Y,N
ZZWA71349264202816,0,1,4,Y,N
HFSS94856992379293,1,1,4,Y,Y
KWQM23741818243740,0,1,3,N,Y
LXDT06101012107976,1,1,2,Y,Y
LMZY01722690605285,1,1,1,Y,Y
OLNP49247815622504,1,1,1,Y,Y
BSPR31221203366293,1,1,2,Y,N
IRQR83123340128743,1,1,5,Y,Y
XYGT82617858206571,0,1,5,Y,N
PMKB26109638301445,1,1,3,Y,Y
UHYE87816171560052,1,1,4,Y,Y
SVHA63195054533631,1,0,2,Y,Y
QSRT30638997289166,0,0,5,N,N
OSBH32513551727260,0,1,4,N,Y
EFGX35588733983676,1,1,5,Y,Y
CZQL86005805339591,1,1,4,N,Y
KPQC80132149837529,1,1,4,N,Y
IOPC73964330414718,1,1,1,N,Y
SOHM63100579199853,1,1,1,Y,Y
VGLW27952241937570,1,1,5,Y,N
GTNB68174431901251,1,1,3,Y,N
DXGF36118630356840,1,1,5,Y,N
ZPVD80105764791392,1,1,1,Y,N
RVVR73587954636158,1,0,2,Y,Y
MESL24233934372563,1,1,2,Y,Y
GEHW92144028368572,1,0,2,N,Y
JTEK03065536225466,1,1,1,Y,Y
JGCL35641464748983,1,1,2,Y,Y
XFQS74345520077176,1,1,3,Y,N
OMFC60001159087820,1,1,4,Y,N
RSML84614502862259,1,0,1,Y,N
YUCL33674659316251,0,1,4,Y,Y
AMIK43273222953416,1,1,3,Y,N
BKCZ00402109606944,0,0,1,Y,N
UZZG03482519620368,1,1,4,N,Y
VKUY58342797984746,1,1,2,Y,Y
KHAI01879904907393,1,1,1,Y,Y
ALTN72368137022692,1,1,5,N,Y
OCVF18702275307620,1,1,4,Y,Y
LUKQ67290875847594,1,1,5,N,N
HZMI05475971783674,0,1,1,Y,N
PSNG94993260692725,1,1,5,Y,Y
BGEX89439508916900,1,1,3,Y,Y
XTIW11266310967685,1,0,4,N,N
GYON65343630679135,1,1,3,N,Y
YNVI64983479485110,1,1,2,N,Y
JNMR88110271830574,1,1,1,Y,Y
XDSC38225699266793,1,0,2,N,Y
ANEG37490323050893,1,1,3,Y,Y
CGHG34541081872089,1,1,1,Y,Y
TRTP33591232502090,1,0,1,Y,Y
DMOE83833039026885,1,0,1,Y,Y
ZRTZ78421390610204,1,1,1,Y,N
KMXV37931812198102,1,1,1,Y,N
OVOV38504206192893,1,0,3,Y,N
OXKX09128693071857,1,1,5,N,N
LZPW17401507126212,1,1,3,Y,Y
YWTP47240837876739,1,1,4,Y,Y
QCOX04705667633555,0,1,3,Y,N
BJLF65688600713669,1,1,4,N,N
TRSG34504777273949,1,1,1,Y,Y
JZIC96991969114038,1,1,5,Y,Y
QDZT65199272696767,1,1,1,Y,N
RMWZ96377011565273,1,1,5,N,Y
CNOQ86599600803475,0,1,5,Y,N
KXSS21274904753225,1,1,4,Y,Y
SAHQ72786796731621,1,0,3,N,Y
LCAX17434998077484,1,0,4,Y,Y
AIGC21999902956913,1,1,2,Y,N
NEIZ32405945633695,1,0,2,N,N
UIWI73993311719014,1,1,2,Y,Y
TJMQ43259772186807,1,1,2,Y,N
PKJE83530182525854,1,1,4,N,Y
CKCL90492708726007,1,1,2,Y,Y
KJJS04646860503586,1,1,1,N,N
OZQW29558198422659,1,0,4,Y,Y
YBUE60953614846521,1,1,2,Y,Y
TKFY94945521144352,1,1,3,Y,Y
STRK49968304582030,1,1,4,Y,N
YXQK25554758199956,1,0,3,Y,Y
WMGI93007974598483,1,0,4,Y,Y
RNPS19202585386948,0,0,3,Y,Y
QYFH54501164591846,1,1,4,Y,Y
JQNM17369972467574,1,1,2,Y,N
RLZA68997814205052,1,1,5,Y,Y
EBIP05316796023963,1,0,1,N,Y
FMWS03388598297488,1,1,3,Y,N
WERU45613834999043,1,1,5,Y,Y
IUNC64048821609575,1,1,5,Y,Y
ZQAK19831222156025,1,1,5,Y,N
KUMM17458958868232,1,0,5,N,Y
OEKM53282527675953,1,1,3,Y,Y
HOJE30994887419947,1,1,2,N,Y
TREB67509961125746,1,0,2,Y,N
XNIM65340402994106,1,1,4,Y,Y
QUDI99084504002509,1,1,4,N,Y
NDUO82476677832027,1,0,2,N,Y
UQRV08541802572499,1,0,2,Y,Y
EEEL01349902171074,1,1,2,N,Y
DVKI30269130309790,1,1,4,Y,Y
ZJWI13392668922551,1,1,2,Y,N
KOVQ48969767896129,1,0,4,Y,Y
HNZZ60827018593455,1,1,3,Y,Y
WPAM11002151188195,0,1,5,N,Y
VKRS13512920493585,1,1,1,Y,Y
PULF22494129624850,0,1,1,Y,N
KBMV25929487289246,0,1,5,N,Y
BDUH40205206037936,1,1,1,Y,Y
SFTS89962537680923,1,1,1,Y,Y
HHKC99220610924258,1,0,4,Y,Y
ZDUR83570939881061,1,1,4,N,Y
RLNR20631583752798,1,0,2,Y,Y
IPLH33734530026433,1,1,4,N,Y
EDGZ67425241051300,1,1,5,Y,Y
BFBT86751723747443,1,1,2,N,N
XVZF96458024907824,1,0,2,Y,N
USUM88983260428440,1,0,2,Y,Y
VBDV28411437483980,1,1,2,Y,Y
RTUG13955286794298,1,0,5,Y,N
QTXI86841476059384,1,0,1,Y,Y
JOII50588271023653,1,1,3,Y,Y
FKQC43858130909743,1,1,5,Y,Y
VLRF95386644284219,1,1,1,Y,N
PPWO48861213373617,1,1,1,Y,N
DWLC37632349572019,1,1,2,Y,N
GKFM06365979192787,1,1,2,Y,Y
ZGTU71870634909045,0,1,1,Y,N
YMOU60043688691597,1,1,1,Y,Y
JTMH41694505832304,0,1,3,Y,Y
LAVG97640668778003,1,0,3,Y,Y
FZKB78385558063738,1,1,1,Y,N
CBIR01452762826766,1,1,1,N,N
EQEU83727910738292,1,0,1,Y,Y
NYUW00783593331841,1,0,1,Y,N
OBXE52508317843616,0,0,4,Y,N
XHKJ11738778431670,1,1,3,Y,N
XHYO82044652941760,1,1,3,Y,Y
ASGR57212564912312,1,1,1,Y,Y
PJGQ09409090108956,1,1,4,Y,Y
HFSW80424545782812,1,0,4,Y,Y
JUPV38205507942330,1,1,4,Y,N
HPLO76127951363090,1,0,2,Y,Y
NCJW23105223047749,0,1,5,Y,N
NGPM96293116253261,1,1,4,Y,N
KACC48063399657123,1,0,4,Y,N
KCFQ80967484721057,1,0,4,Y,N
LGVT42622915932900,1,1,2,N,N
FWJB60298181388852,1,1,2,Y,Y
KIUI02845372492434,1,1,5,Y,N
GSGQ57097208695890,0,0,2,Y,N
MWHM01732818364854,1,1,4,Y,Y
KXYN72000012132587,0,1,5,N,N
NPMY74543115651001,0,1,4,Y,N
AFJU00084794525186,1,0,3,Y,Y
BEMG73520387477668,1,1,1,Y,Y
JLMJ24181221362029,1,0,2,N,Y
OJWP12707400818311,1,1,4,Y,N
KBVO55910812651571,1,1,5,Y,N
JHFH47182737352622,1,0,5,Y,Y
UHSQ24531006902595,1,1,5,N,Y
EYFT33283012550228,1,1,4,Y,N
XFMO60562107603998,1,0,4,Y,Y
JBYR67097691075869,1,1,3,Y,N
JDAS95270738324854,1,1,4,Y,Y
WMNU41590441069509,1,1,1,Y,N
UKDM34778918775418,1,1,1,Y,N
KSZT02494482055901,1,1,1,Y,Y
YTZL50247386535272,1,1,1,N,Y
APTR24479558644985,1,1,4,Y,N
ZLAM70980393155140,1,1,5,N,Y
UZUZ11068009935913,1,0,3,Y,Y
RVJG32688371700433,1,1,3,Y,Y
VQVU70609961440509,1,0,5,N,Y
TCYI38863808034690,1,0,5,Y,Y
VNLU51509443890311,1,1,4,Y,Y
ZCGO28415594254835,1,1,3,Y,N
CIKB88656757387654,1,1,5,Y,Y
VSOA97369612003898,1,1,2,N,N
WKOU58329125272244,1,0,3,N,Y
HDVL35591426331491,1,1,4,Y,Y
MPIG69294110218773,1,0,4,N,N
EFUV63687299586395,1,1,4,Y,Y
KACH11729948450858,1,0,4,Y,N
YXLD44757731733551,1,1,3,Y,N
ZFIK48298292368848,1,1,5,Y,Y
NLMH11787818605052,1,0,3,Y,Y
FPQY21541446989385,0,1,2,Y,N
KPJG34860229027325,1,0,1,Y,N
KPDF53950970135147,1,1,4,Y,N
PBNP99302677002808,1,1,5,Y,Y
SUQQ16616719837808,1,0,1,Y,N
MLBU05289313541653,1,1,1,Y,Y
HSHV36318536635692,0,0,3,Y,Y
BRGF02217714525618,1,1,3,N,Y
JAYY78141312547248,1,1,5,N,N
KHNK28976788051139,1,1,5,Y,N
TBFA07876886842084,1,1,1,Y,Y
IXHQ88029446974944,1,1,4,Y,Y
PYSW10009480752591,1,1,5,N,N
NTKL14848220849214,1,1,5,Y,N
TLJP01612470820735,1,1,1,Y,N
RHYH26789671259487,1,0,1,N,N
WMHT80502010544100,1,1,1,N,Y
OQKQ62481591956994,1,0,1,Y,N
YLAY87772215914357,1,1,3,N,Y
BIMO61409253527481,1,1,4,Y,Y
BIVG10923413092749,0,1,3,Y,Y
RABF29283982000594,1,1,4,Y,Y
SKQB79479287609020,1,1,3,Y,N
AYSH75027330454256,1,0,3,N,Y
EDJS44847161020408,1,1,1,Y,Y
FQXE29179759114025,1,1,4,Y,N
FTKA19607746329593,0,1,5,Y,Y
HAFB85425766535691,1,1,1,N,Y
DVZP35785301193746,1,1,2,Y,Y
SNAS39839388097458,1,1,2,N,Y
EBZZ94982795610338,1,1,1,Y,Y
LGIG33301505815481,1,1,5,N,N
RUKB04444164356754,1,0,5,N,N
DWWS94842136272411,1,1,2,Y,N
VLIJ98605254597739,1,0,4,Y,Y
NYWF52177856330968,0,1,5,Y,Y
QVOZ81363722931134,1,1,5,N,Y
RYAJ71086466874752,1,1,3,N,N
VIZB51790630337056,1,1,5,N,N
JVJQ91253016330652,1,1,2,Y,Y
XZDF30955693001205,1,1,5,Y,Y
ODXH46698047617626,1,1,5,Y,N
VXUQ15936142566061,1,1,5,N,N
MMKB80208112788206,1,1,2,Y,Y
LACF04856768494247,1,1,3,Y,Y
GTQM16000182301150,1,1,4,Y,N
CUWD21635210932741,1,1,4,N,Y
MQUP34927035939269,1,1,2,N,Y
GKGK64539684941682,1,1,1,Y,N
KWOT72336092917842,1,0,1,Y,Y
HVRC06234905856925,1,0,1,Y,N
BYCB42616841616704,0,1,3,N,Y
HXZQ70100143626063,1,0,2,N,Y
WMPC67034580180678,1,1,4,Y,N
ENTI22140216196888,1,1,2,Y,Y
DHKG66637078949308,1,1,4,Y,N
BVFM40210901997320,1,0,1,Y,Y
UPTE79003740382765,1,1,1,Y,Y
TCZI93922257355818,1,0,1,Y,N
BTPE91393284459669,1,1,1,N,N
HEJJ39936652098049,1,0,2,Y,Y
IOBI84609659853780,1,1,5,N,N
DOPR98054058736211,1,1,1,Y,Y
BKTL11085839686299,1,1,2,Y,N
WVWA59703684318611,0,1,1,Y,Y
BQBB89078285073646,0,1,3,Y,N
HLFM27278277996094,1,1,4,Y,N
TGWD80322032315001,1,1,4,Y,N
UGWG84262306673778,1,1,2,N,N
TDTQ31597612814400,1,1,2,Y,Y
XSAY66365236138888,1,1,1,Y,N
GSZI42766353594190,1,0,2,Y,Y
AJGI85362692938132,1,1,1,N,Y
KMQQ68631977123767,1,1,5,N,Y
JLNX01374257794259,1,1,4,N,Y
PFCM26476578273056,1,1,5,N,Y
CWDK31728196272073,1,1,2,Y,Y
OITK04974485516711,1,1,1,Y,N
WVEP56690952086241,0,0,4,Y,Y
YORW07095290085556,1,0,4,Y,Y
BVTL18243618876575,1,1,2,N,Y
AUPC92897069890452,0,1,4,Y,N
WHRD90231794137937,1,1,2,N,N
DLHR69381237793380,1,1,5,Y,Y
EVML77464190197059,1,1,4,Y,Y
ITNF27457096086570,1,1,1,N,N
GUYE44967721618996,1,1,4,Y,Y
TSQQ81429023815755,1,0,3,N,Y
VJKB98054516237083,1,1,2,Y,Y
PORV25281975345787,1,1,3,Y,N
GLLZ94009026888409,1,0,3,Y,N
PLGT58789728917119,1,1,2,Y,N
KANB54988859275217,0,0,3,Y,Y
IEQS59025570989293,1,1,5,N,Y
SVJG45195885909314,1,1,3,Y,Y
RKYI13426782727902,1,1,5,Y,Y
NZON74702638118687,1,0,4,Y,Y
FBHB62686568332115,1,1,1,N,N
EKIU18036669637520,1,0,2,N,Y
ZDWN81342807496497,1,0,3,Y,N
ZZVV81152293555340,1,1,3,Y,N
DLIG28567490580652,1,0,4,Y,Y
TOPM42250595938477,1,1,5,Y,Y
OOTU26010817459433,1,1,3,N,N
QKBN16806433237227,1,1,1,N,Y
MOIJ51920294632138,1,0,2,Y,Y
AYXT14462680655010,1,1,3,Y,Y
KKXV49719768097890,1,1,4,Y,N
QVBH02790876863937,1,0,2,Y,Y
OEAH06909030523328,1,1,3,N,Y
TLRV34842835575994,0,1,5,N,N
ESTF14669854295636,1,0,4,Y,N
RCUL56538819389271,1,0,4,Y,Y
SNIB76198987693144,1,1,4,Y,Y
ICER69569442679260,1,1,3,Y,N
SUHM89887870944423,1,1,1,N,N
RDNC65027623028474,0,1,2,Y,Y
NBTC21032475726178,1,0,4,Y,Y
ALKV33336016522533,1,1,1,Y,N
XMNN54340562934180,0,1,3,Y,Y
PUCJ73665008375499,1,0,5,Y,Y
NUIA83516648767177,1,1,3,Y,Y
FCNZ03931846182071,1,1,2,Y,Y
YZTV67248120596063,1,1,1,Y,N
HGRI41331064682197,1,0,1,Y,N
PAHV97809697911442,1,1,4,Y,Y
XZOO60892322836881,1,1,5,Y,Y
BIQL43431930364624,1,1,1,Y,Y
JDKR81068852095665,1,1,2,Y,N
UOUW01962591882280,1,0,4,Y,N
CPWB54870000917400,1,1,1,Y,Y
FWBI31444530488434,1,1,4,Y,N
AVCI53209938379433,1,1,5,N,Y
QVAU39713911088513,0,1,3,N,N
CNZC88168384923073,1,1,4,Y,Y
KGSJ91121191480894,1,0,1,Y,Y
QMVW08407472594086,1,1,5,Y,Y
MYCK11363211092351,1,1,1,Y,Y
VNYN07677923892822,1,1,3,Y,Y
ELVL94595494281497,1,0,3,Y,N
QGJO80737967526500,1,0,2,N,N
JAPS13618205916728,1,0,3,Y,Y
TLXE60092112992450,1,1,2,N,N
LJQE78775799585597,1,0,4,N,Y
APDJ13501704932377,0,1,1,N,Y
ULDZ21967827906104,1,0,5,Y,Y
DEAP24243457561079,1,1,1,Y,Y
ZOBA11457529175324,1,1,2,Y,Y
GCEC01831840627412,1,1,2,Y,Y
QWWQ19975824008608,1,0,4,Y,Y
VDBH31058113896151,1,1,1,N,Y
HRMR01860293569896,1,1,3,Y,Y
RSXQ43581360719406,1,0,4,N,Y
UBAK10876477600681,1,0,5,N,N
EHOI90688158554278,0,1,1,Y,N
GQEG20688873350785,1,1,5,Y,Y
AOTF76589565839835,0,1,2,Y,N
VDAA63767232579143,1,1,4,N,Y
YJET69918135514677,1,1,1,Y,Y
LFYA48222383097223,1,1,3,Y,N
ADEA90885090690471,1,1,2,Y,N
NDDT72739810815097,1,1,4,Y,Y
GVKE93727032113748,0,1,2,N,Y
SWET15359022138073,1,1,2,N,Y
MAQE60868403209139,1,1,4,Y,Y
SEPS61289165935347,1,1,2,N,N
AIQJ06382732294240,1,1,4,N,N
RJLQ22064139249189,1,0,2,Y,Y
SISK92452257888733,1,1,3,N,Y
JTEM95933323163122,1,1,1,N,N
MQAV33923340966033,0,1,4,N,N
CEOX16003834602334,1,1,3,N,N
HVKX68653486553139,1,1,2,Y,Y
JTRU23490315481164,1,1,5,Y,N
DLOM05415161141748,1,1,4,N,N
UJVU93212457952050,1,1,4,Y,Y
NXZC45696132871732,1,1,1,N,N
WFRN41693927114109,1,0,2,Y,N
VOMP89911445550787,0,1,2,N,Y
CFGE49816212612861,1,1,1,Y,N
SIRX63074717736676,1,0,2,Y,Y
QGOJ52956538542281,1,0,2,Y,N
CRZF25792290639946,1,1,1,Y,Y
XSTE06172218524300,1,0,2,Y,Y
YZWJ12726332501761,1,0,5,N,Y
VPJY94166471538510,1,1,4,Y,N
JPIZ81001330478327,1,1,2,N,Y
JGZK20005931395642,1,1,4,Y,Y
JGBY67910765172294,1,1,5,N,N
CCAL20478520933512,1,1,4,Y,N
JXEF20467722085664,0,1,5,Y,N
DXWE68093715116586,1,0,1,Y,Y
TWRQ00605246698414,1,1,5,Y,Y
JCHC99259293492613,1,1,2,N,Y
OFXW23123509524288,1,0,2,Y,Y
XKGJ65670429126513,1,1,2,Y,Y
LIVA51571188757129,1,1,2,Y,Y
PYGF96618491584325,1,1,2,Y,Y
GIRB75344207315299,1,1,2,N,Y
FZGM78659577001475,1,0,4,N,N
CAHD91580505803159,1,1,3,Y,N
FNLM48359551396451,1,1,2,Y,Y
NARO54487524431799,1,1,2,Y,N
BGKQ00608100481304,1,1,4,Y,N
OYET66779010844096,1,0,5,Y,Y
QCTF27866808710090,0,0,2,Y,Y
ZOKE31144044539561,1,1,4,Y,Y
GDVX51181082809696,1,1,1,N,Y
SSEG15564253413732,1,1,2,Y,Y
BRGL58006112062051,1,1,4,Y,Y
DAMY40988232566427,1,1,2,Y,Y
CBIC19942031963370,1,1,4,Y,Y
UGBR40222262808834,1,0,4,N,Y
ODEZ30984865347482,1,0,2,N,Y
HSSY95763307737805,1,1,5,Y,Y
PBXC05093044710621,1,0,5,Y,N
KEMP19370641051451,1,1,3,Y,Y
BGVW82997893631002,1,1,5,N,Y
RZTV63698836594390,1,1,4,Y,Y
UHAF91943829590895,1,0,5,N,Y
VUTY01980455430448,1,0,4,Y,Y
ZXJC85443748063159,1,0,4,Y,N
LMEJ08865153512718,1,1,3,Y,Y
DZQE37477289010637,1,0,1,Y,Y
AYIC15858196095137,1,1,3,Y,Y
MHDN36299268696332,1,1,3,Y,Y
JFMA38335139636261,1,0,5,Y,Y
OQXY96337598813427,1,1,5,N,Y
FSKA37288572512331,1,1,2,Y,Y
YQLK59642622494986,1,1,1,Y,Y
UNGB76260781250567,1,1,3,Y,N
CLLG28143660155576,1,1,3,Y,N
KPMH38212980349041,1,0,2,N,N
RNJY72953750660040,1,1,4,Y,N
ZWLF75795376004398,1,0,2,Y,Y
NVHX35572595094945,0,0,3,N,Y
HGTO69226502217338,1,0,4,Y,Y
GCCR06128489514401,1,0,4,Y,N
HNFL53264425921809,1,1,3,Y,Y
VAHT95213580000131,1,1,4,Y,N
KDXT75443162723608,1,1,1,Y,Y
NFMF30361560188798,1,0,4,Y,N
AYYK73404521221589,1,1,5,Y,Y
NNBF66653742450652,1,1,5,N,Y
IXRM20430375633239,1,1,4,Y,N
QHBW03056652871652,1,0,1,Y,N
LWQD85941237513932,1,1,4,N,Y
JNYB57007569831945,1,1,4,N,Y
BEQH15151732228718,1,1,5,Y,Y
FFPH91181235971579,1,1,5,Y,N
HHUA95396551161499,1,1,4,Y,Y
XTDJ13846797926776,1,1,4,Y,N
GQLV62747965050989,1,1,4,Y,N
QBLH71691789266705,1,1,1,N,Y
BUOB93149904944871,1,1,1,Y,N
JTHQ45884288986008,0,0,4,N,Y
CLWB43958696096478,0,1,3,N,Y
HYMF10645417605716,1,1,3,Y,N
AAAK22824634746165,1,1,5,Y,Y
FFYB67085495859785,0,1,5,Y,Y
PAAU12376047082916,1,1,1,N,Y
LOMB99133514587485,1,1,4,Y,Y
VXMI03535804855222,1,1,2,Y,Y
PHGY73442815224372,1,0,2,Y,N
BWUM84978201155584,0,1,5,N,N
KPHS03625127145255,1,1,3,Y,Y
YICF60578060691492,1,1,1,Y,Y
GPQA69716764754687,1,0,1,N,Y
JQKN52542778304685,1,1,5,Y,N
TNKT29807136815125,1,0,1,N,N
ESBI67127408058529,1,1,4,Y,N
IREU82671829848457,1,1,2,Y,Y
XTFN82195568004279,1,1,5,Y,N
HTZT75896975735968,1,1,2,N,N
WNOY73802168581057,0,1,1,N,Y
INRJ06845010295767,1,1,1,N,Y
YSOR85658727859732,1,1,4,N,Y
PQFX17056664262820,1,1,5,Y,N
OKDI04244551931921,1,1,5,Y,Y
OIJM97623617458235,1,0,4,Y,Y
LJGF26455190945543,1,1,4,Y,Y
DQUM96570055273705,1,1,4,Y,Y
SKMV67383418998280,1,0,3,N,Y
UGRQ19262792611827,1,0,4,Y,Y
KYBD65616087722104,1,0,1,N,Y
QBJW75900333966880,1,1,4,N,N
FQOC46730012828080,0,1,1,N,N
QQSE05727846336311,1,1,4,Y,N
IVTU84462649326474,1,1,2,Y,N
AYBH21079937929365,0,0,4,N,Y
YGBE73033368270067,1,0,1,Y,N
KHCF57159530617917,1,1,5,N,Y
UAIC99395320440254,1,1,4,Y,Y
PEHB78089395211861,0,1,4,Y,N
UHGK68845946614974,0,1,2,Y,N
WKQJ65501998281791,1,0,3,Y,Y
QJFK31539148663031,1,1,1,Y,N
UCQF99962531868543,1,1,1,N,Y
BPBB60684601363790,1,1,1,N,Y
NTAG53753687878043,1,1,2,Y,N
DCVF96271607585026,1,0,1,Y,Y
WQUY88077420111952,0,0,4,Y,Y
CNUL42586465800732,1,1,3,Y,N
MUFU67019105984332,1,1,2,Y,Y
XZXZ63918631154660,1,1,5,Y,Y
UTJJ78624130618646,1,0,2,N,N
FHLR47611287468342,1,0,1,Y,Y
STJC39845131877289,1,1,2,Y,N
LVSG27534013023336,1,1,2,N,Y
XJDN03720497439442,1,1,1,Y,Y
CXCJ31039598244412,1,0,2,N,N
QFNQ44610004478402,1,1,4,Y,Y
FAYP75963216443670,1,0,4,Y,N
ALCH61234373558876,1,0,4,Y,N
FCHQ44615466638467,1,1,4,Y,Y
GGHP57733981048811,1,1,1,N,Y
QUYV48525394023393,1,0,2,N,Y
PJHN52833866103076,1,1,3,N,Y
AWFV10877113111932,1,1,1,Y,N
DBBY39524557658210,1,0,2,Y,Y
RBLW35975010736531,1,1,3,Y,Y
DLNE94289102602317,0,1,4,N,Y
GXLF75536522842851,1,0,1,N,Y
QRCR32882136517853,1,1,4,Y,N
MAVW04480904239674,1,1,5,Y,N
YZEJ94387174849481,1,1,2,Y,Y
AEGT46678938966571,1,1,4,Y,Y
FDHK75981766047366,1,1,1,N,Y
BKLN31034939288727,1,0,3,Y,Y
NBMP85036251575837,0,0,4,Y,Y
PXUJ79374082397102,0,1,3,Y,Y
UQUV02179060249855,1,1,3,Y,Y
LYYX34143462587135,1,1,1,Y,Y
VHAD06817429792499,1,0,2,N,Y
MTPD73344584447400,1,1,1,Y,N
MOAJ64998380280653,1,1,2,Y,Y
SFTX23009806355122,1,0,5,Y,Y
CWAX10269520530830,1,1,4,N,Y
TKKV82549286379641,0,1,1,Y,Y
KUBB43397126074760,1,1,3,Y,Y
EPJJ50636754485349,1,0,4,Y,N
VAJB02870123488054,1,0,1,Y,N
VPTW73685329231088,1,1,1,Y,N
BRBU50988461794549,1,0,5,Y,N
VJTD29966078233336,0,1,2,N,N
UBSK50103786541029,1,0,1,Y,Y
PRAU19874243203935,1,1,4,N,Y
FSET14086093852559,1,0,2,Y,N
GOTW83999557778083,1,1,5,Y,Y
KMUJ75905629970500,1,0,5,Y,Y
FGYT06313284017320,1,0,3,N,Y
YMOP17106039627566,1,1,1,N,Y
GPMN97372726138341,1,1,1,N,Y
SFNR75642481912633,1,0,1,Y,N
UFDD50978716327103,1,0,5,N,Y
IPEC05547255571058,1,1,5,N,Y
AFNU27655058349507,1,0,1,Y,N
RCJB90439021241227,1,1,2,N,N
VFBU32871232673096,0,1,2,N,N
UTIH53025280850824,1,1,2,Y,N
VPKR53936914499690,1,1,3,Y,Y
INSM86599141480618,0,1,2,N,N
JKYW20503760071888,1,1,3,Y,N
JXPK55996947076162,1,0,5,N,N
LWLH26377182966012,1,1,5,Y,Y
GDDH28025982975172,1,0,1,Y,Y
AWDM13203731442916,1,1,2,Y,Y
AAPH25646223872623,1,0,1,Y,Y
UCGZ65350275226478,1,1,3,Y,Y
GOXJ81934246859264,0,1,1,N,Y
NXWW43354984034646,1,1,5,Y,N
LHKH99546771253234,1,1,5,N,Y
KEJG42199008651104,1,1,4,Y,N
NOTL49220007850250,1,1,5,Y,Y
REXX44920429506680,1,1,1,Y,Y
XJRC31096100047850,1,1,1,Y,N
WBHH75321764185781,1,1,2,Y,Y
LHGH22008027621537,1,1,5,Y,Y
OIEB36092629952706,1,1,3,N,N
WAFL23342131929159,1,0,3,N,N
VQES52351808320355,1,0,2,Y,Y
KGFK25631627948693,1,0,5,N,Y
VTPP63152393939146,1,0,3,N,Y
AFUC49536641455158,1,0,4,N,N
NICU19062717655189,1,1,3,Y,Y
KSTF12140605557702,1,1,5,N,Y
YEEY71501439554606,1,0,1,N,Y
FANY52373897472920,1,1,2,Y,N
TVWI63662383827316,1,1,1,N,Y
AZVK74813318001900,1,1,4,Y,Y
NJCJ42489697855538,1,1,3,Y,Y
XPXU47931048406318,1,0,3,Y,Y
DJTH80442328349074,1,1,5,Y,N
HORH74596991230767,1,1,5,Y,Y
ZIBA34324964656720,1,1,5,Y,N
TBIS65731832900744,1,1,5,Y,Y
JDND64408671355177,1,1,4,Y,Y
FGSX98723947364387,1,1,1,Y,N
NLBK60599922575084,1,1,5,Y,Y
RYGL95162343264179,1,1,2,Y,N
UQSC45009283761664,1,1,5,Y,N
BDOJ75000064782184,1,1,4,Y,N
XGWP20252443880157,1,1,4,Y,Y
MJFM40525472577713,1,1,3,Y,N
ZFTT50780678018455,1,1,2,Y,N
PTHR46403056726274,1,1,5,Y,N
ARRN14682349744593,1,0,4,N,N
NNZM22057275027482,1,0,3,N,N
ORAB05214630518551,1,1,2,Y,Y
MOJQ63292822110384,0,1,1,Y,Y
HYQX52001632384368,1,1,5,Y,N
GENX48702904867128,1,1,2,Y,Y
HHRM72846756892062,1,0,5,Y,Y
EICX69689486588789,1,1,3,N,Y
VLVW42504053970009,0,1,2,N,Y
ABXP81158170210119,1,1,1,N,N
OWJA37635089070971,1,1,2,Y,Y
GQUA46879519021688,1,1,1,Y,Y
IPUU52683998556464,1,1,1,Y,Y
SLNM83857695387216,1,1,5,N,Y
ZQKQ04018642937911,1,1,5,Y,Y
YWBX35963294308132,1,0,1,Y,Y
TXHX51359830722437,1,1,3,Y,Y
GLVC85186811931158,1,1,5,N,Y
CMEL33983789474044,1,1,4,Y,Y
RCPP44406626418503,1,1,5,Y,N
BTJM45786808662793,1,1,5,N,Y
DTRI41769464708149,1,0,5,Y,Y
FOTC03419736694446,1,1,5,Y,N
OBUL51014068296563,1,1,5,N,N
UHWA34665599172961,1,0,3,Y,N
JFJI23460398803632,1,1,5,N,N
FDOE36065405646204,1,1,2,N,Y
BRNN78828458356586,1,1,1,N,Y
BWOI53903652777690,1,1,1,Y,Y
QKWD11099371036458,1,0,4,N,N
AXMF54259192733251,1,1,2,Y,Y
YXGG72799600331465,1,1,3,Y,Y
DCJV74015731715539,1,1,2,Y,Y
NNYW62764046660587,1,1,1,Y,N
CWHV35191550566227,1,1,1,Y,N
JHEV68574148629489,1,1,3,Y,N
THHZ53414536148546,1,0,5,N,Y
KCDF56284445381430,1,1,4,N,Y
